product_name,review,rating,polarity,sentiment
DENIM JACKET,Very flattering fit. Will buy again!,4,0.35,Positive
PADDED BOMBER,Doesn't look like the pictures.,1,0.0,Neutral
DENIM JACKET,Elegant and fits perfectly. I got compliments!,5,0.75,Positive
DENIM JACKET,Nothing special but decent for the price.,3,0.2619047619047619,Positive
SLIM FIT SUIT JACKET,Neutral feeling about it. Just okay.,3,0.5,Positive
STRETCH SUIT JACKET,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
SLIM FIT SUIT JACKET,Too bulky and not flattering on me.,2,0.0,Neutral
STRETCH SUIT JACKET,Perfect for formal events. Looks sharp and classy.,5,0.325,Positive
DENIM JACKET,Impressed by the fabric and design. Zara nailed it!,4,1.0,Positive
BASIC PUFFER JACKET,I regret this purchase completely.,1,0.1,Neutral
DENIM JACKET,Impressed by the fabric and design. Zara nailed it!,4,1.0,Positive
PADDED BOMBER,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
PADDED BOMBER,Perfect for formal events. Looks sharp and classy.,4,0.325,Positive
STRETCH SUIT JACKET,Looks even better in person. Great purchase!,5,0.75,Positive
WOOL BLEND COAT,Absolutely love this jacket. It's warm and stylish!,4,0.5750000000000001,Positive
BASIC PUFFER JACKET,Great quality for the price. Very comfortable to wear.,5,0.66,Positive
BASIC PUFFER JACKET,Perfect for formal events. Looks sharp and classy.,4,0.325,Positive
BLAZER WITH BELT,Elegant and fits perfectly. I got compliments!,5,0.75,Positive
BLAZER WITH BELT,Very flattering fit. Will buy again!,5,0.35,Positive
DENIM JACKET,Returned it immediately. Awful fit.,2,-0.3,Negative
WOOL BLEND COAT,Moderately satisfied.,3,0.5,Positive
PADDED BOMBER,Perfect for formal events. Looks sharp and classy.,4,0.325,Positive
TRENCH COAT,"Does the job, nothing more.",3,0.5,Positive
DENIM JACKET,Great quality for the price. Very comfortable to wear.,5,0.66,Positive
DENIM JACKET,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
TRENCH COAT,Material feels cheap and it wrinkles easily. Not happy.,1,0.0,Neutral
BLAZER WITH BELT,"It's okay. Not bad, not amazing either.",3,0.18333333333333326,Positive
BASIC PUFFER JACKET,High-end quality at an affordable price.,4,0.0,Neutral
BLAZER WITH BELT,The product arrived damaged. Very upset.,2,0.2,Positive
BASIC PUFFER JACKET,Absolutely love this jacket. It's warm and stylish!,4,0.5750000000000001,Positive
DOUBLE FACED JACKET,So chic and fashionable. Highly recommended!,4,0.2,Positive
TUXEDO JACKET,"It's okay. Not bad, not amazing either.",3,0.18333333333333326,Positive
DOUBLE FACED JACKET,"Color was different from the photo, but still acceptable.",3,0.0,Neutral
TUXEDO JACKET,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
SLIM FIT SUIT JACKET,"Does the job, nothing more.",3,0.5,Positive
SLIM FIT SUIT JACKET,So chic and fashionable. Highly recommended!,4,0.2,Positive
TRENCH COAT,Faded after one wash. Waste of money.,2,-0.2,Negative
PADDED BOMBER,Impressed by the fabric and design. Zara nailed it!,4,1.0,Positive
BASIC PUFFER JACKET,Nothing special but decent for the price.,3,0.2619047619047619,Positive
DENIM JACKET,High-end quality at an affordable price.,5,0.0,Neutral
DENIM JACKET,I regret this purchase completely.,2,0.1,Neutral
STRETCH SUIT JACKET,Perfect for formal events. Looks sharp and classy.,4,0.325,Positive
TRENCH COAT,Perfect for formal events. Looks sharp and classy.,4,0.325,Positive
BLAZER WITH BELT,"It's okay. Not bad, not amazing either.",3,0.18333333333333326,Positive
PADDED BOMBER,The product arrived damaged. Very upset.,1,0.2,Positive
BLAZER WITH BELT,Looks even better in person. Great purchase!,4,0.75,Positive
DOUBLE FACED JACKET,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
TUXEDO JACKET,Elegant and fits perfectly. I got compliments!,5,0.75,Positive
TRENCH COAT,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
DOUBLE FACED JACKET,Impressed by the fabric and design. Zara nailed it!,5,1.0,Positive
BLAZER WITH BELT,High-end quality at an affordable price.,4,0.0,Neutral
TUXEDO JACKET,Very flattering fit. Will buy again!,5,0.35,Positive
SLIM FIT SUIT JACKET,"Does the job, nothing more.",3,0.5,Positive
BASIC PUFFER JACKET,Great quality for the price. Very comfortable to wear.,5,0.66,Positive
DOUBLE FACED JACKET,Very flattering fit. Will buy again!,4,0.35,Positive
WOOL BLEND COAT,Terrible smell and poor stitching. I returned it.,2,-0.7,Negative
BLAZER WITH BELT,Neutral feeling about it. Just okay.,3,0.5,Positive
PADDED BOMBER,Very flattering fit. Will buy again!,4,0.35,Positive
PADDED BOMBER,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
TRENCH COAT,Moderately satisfied.,3,0.5,Positive
TRENCH COAT,Impressed by the fabric and design. Zara nailed it!,5,1.0,Positive
BLAZER WITH BELT,"Color was different from the photo, but still acceptable.",3,0.0,Neutral
TRENCH COAT,Doesn't look like the pictures.,1,0.0,Neutral
BASIC PUFFER JACKET,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
DOUBLE FACED JACKET,Very flattering fit. Will buy again!,5,0.35,Positive
TRENCH COAT,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
PADDED BOMBER,Impressed by the fabric and design. Zara nailed it!,4,1.0,Positive
PADDED BOMBER,So chic and fashionable. Highly recommended!,4,0.2,Positive
STRETCH SUIT JACKET,Perfect for formal events. Looks sharp and classy.,5,0.325,Positive
BLAZER WITH BELT,Very flattering fit. Will buy again!,4,0.35,Positive
DOUBLE FACED JACKET,Moderately satisfied.,3,0.5,Positive
STRETCH SUIT JACKET,Average material. Expected more from Zara.,3,0.08333333333333333,Neutral
SLIM FIT SUIT JACKET,Nothing special but decent for the price.,3,0.2619047619047619,Positive
DENIM JACKET,High-end quality at an affordable price.,4,0.0,Neutral
WOOL BLEND COAT,Nothing special but decent for the price.,3,0.2619047619047619,Positive
BLAZER WITH BELT,"It's okay. Not bad, not amazing either.",3,0.18333333333333326,Positive
BLAZER WITH BELT,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
TRENCH COAT,High-end quality at an affordable price.,4,0.0,Neutral
STRETCH SUIT JACKET,Average material. Expected more from Zara.,3,0.08333333333333333,Neutral
TUXEDO JACKET,Elegant and fits perfectly. I got compliments!,4,0.75,Positive
SLIM FIT SUIT JACKET,Elegant and fits perfectly. I got compliments!,5,0.75,Positive
TRENCH COAT,Too bulky and not flattering on me.,1,0.0,Neutral
PADDED BOMBER,High-end quality at an affordable price.,5,0.0,Neutral
BLAZER WITH BELT,Impressed by the fabric and design. Zara nailed it!,5,1.0,Positive
DENIM JACKET,Standard product. Works fine.,3,0.20833333333333334,Positive
WOOL BLEND COAT,Absolutely love this jacket. It's warm and stylish!,4,0.5750000000000001,Positive
DOUBLE FACED JACKET,"Color was different from the photo, but still acceptable.",3,0.0,Neutral
TUXEDO JACKET,This exceeded my expectations. Beautiful fit and feel!,5,0.675,Positive
TUXEDO JACKET,Material feels cheap and it wrinkles easily. Not happy.,1,0.0,Neutral
BASIC PUFFER JACKET,Great quality for the price. Very comfortable to wear.,5,0.66,Positive
SLIM FIT SUIT JACKET,Doesn't look like the pictures.,1,0.0,Neutral
BASIC PUFFER JACKET,Faded after one wash. Waste of money.,2,-0.2,Negative
PADDED BOMBER,This exceeded my expectations. Beautiful fit and feel!,5,0.675,Positive
STRETCH SUIT JACKET,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
SLIM FIT SUIT JACKET,Absolutely love this jacket. It's warm and stylish!,5,0.5750000000000001,Positive
DENIM JACKET,High-end quality at an affordable price.,4,0.0,Neutral
TUXEDO JACKET,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
WOOL BLEND COAT,Absolutely love this jacket. It's warm and stylish!,5,0.5750000000000001,Positive
BASIC PUFFER JACKET,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
TUXEDO JACKET,Doesn't look like the pictures.,1,0.0,Neutral
DENIM JACKET,Average material. Expected more from Zara.,3,0.08333333333333333,Neutral
WOOL BLEND COAT,Great quality for the price. Very comfortable to wear.,5,0.66,Positive
PADDED BOMBER,Nothing special but decent for the price.,3,0.2619047619047619,Positive
TRENCH COAT,Low quality fabric. Disappointed.,1,-0.375,Negative
DENIM JACKET,Looks even better in person. Great purchase!,5,0.75,Positive
BASIC PUFFER JACKET,"Does the job, nothing more.",3,0.5,Positive
BLAZER WITH BELT,Absolutely love this jacket. It's warm and stylish!,4,0.5750000000000001,Positive
TUXEDO JACKET,Very flattering fit. Will buy again!,5,0.35,Positive
DENIM JACKET,Faded after one wash. Waste of money.,2,-0.2,Negative
DOUBLE FACED JACKET,Impressed by the fabric and design. Zara nailed it!,4,1.0,Positive
TUXEDO JACKET,Looks even better in person. Great purchase!,5,0.75,Positive
STRETCH SUIT JACKET,Elegant and fits perfectly. I got compliments!,4,0.75,Positive
TUXEDO JACKET,"Does the job, nothing more.",3,0.5,Positive
TUXEDO JACKET,"It's okay. Not bad, not amazing either.",3,0.18333333333333326,Positive
DENIM JACKET,Faded after one wash. Waste of money.,1,-0.2,Negative
BASIC PUFFER JACKET,Looks nice but the fit is a bit off for my size.,3,0.5,Positive
BASIC PUFFER JACKET,The product arrived damaged. Very upset.,2,0.2,Positive
BASIC PUFFER JACKET,Perfect for formal events. Looks sharp and classy.,5,0.325,Positive
WOOL BLEND COAT,Neutral feeling about it. Just okay.,3,0.5,Positive
TUXEDO JACKET,Looks even better in person. Great purchase!,5,0.75,Positive
SLIM FIT SUIT JACKET,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
DENIM JACKET,Absolutely love this jacket. It's warm and stylish!,5,0.5750000000000001,Positive
BASIC PUFFER JACKET,Terrible smell and poor stitching. I returned it.,2,-0.7,Negative
TRENCH COAT,Elegant and fits perfectly. I got compliments!,4,0.75,Positive
BLAZER WITH BELT,Terrible smell and poor stitching. I returned it.,2,-0.7,Negative
DOUBLE FACED JACKET,Great quality for the price. Very comfortable to wear.,5,0.66,Positive
DOUBLE FACED JACKET,Good but not extraordinary.,3,0.26666666666666666,Positive
STRETCH SUIT JACKET,Standard product. Works fine.,3,0.20833333333333334,Positive
BASIC PUFFER JACKET,Standard product. Works fine.,3,0.20833333333333334,Positive
TUXEDO JACKET,Absolutely love this jacket. It's warm and stylish!,4,0.5750000000000001,Positive
TUXEDO JACKET,Neutral feeling about it. Just okay.,3,0.5,Positive
PADDED BOMBER,Nothing special but decent for the price.,3,0.2619047619047619,Positive
STRETCH SUIT JACKET,Great quality for the price. Very comfortable to wear.,4,0.66,Positive
PADDED BOMBER,Looks even better in person. Great purchase!,5,0.75,Positive
SLIM FIT SUIT JACKET,"Does the job, nothing more.",3,0.5,Positive
STRETCH SUIT JACKET,"Color was different from the photo, but still acceptable.",3,0.0,Neutral
WOOL BLEND COAT,High-end quality at an affordable price.,5,0.0,Neutral
DENIM JACKET,So chic and fashionable. Highly recommended!,5,0.2,Positive
STRETCH SUIT JACKET,Perfect for formal events. Looks sharp and classy.,5,0.325,Positive
SLIM FIT SUIT JACKET,Faded after one wash. Waste of money.,2,-0.2,Negative
TRENCH COAT,This exceeded my expectations. Beautiful fit and feel!,4,0.675,Positive
TUXEDO JACKET,Absolutely love this jacket. It's warm and stylish!,5,0.5750000000000001,Positive
TUXEDO JACKET,High-end quality at an affordable price.,5,0.0,Neutral
WOOL BLEND COAT,Neutral feeling about it. Just okay.,3,0.5,Positive
DOUBLE FACED JACKET,"Does the job, nothing more.",3,0.5,Positive
BASIC PUFFER JACKET,Looks even better in person. Great purchase!,4,0.75,Positive
SLIM FIT SUIT JACKET,"It's okay. Not bad, not amazing either.",3,0.18333333333333326,Positive
DOUBLE FACED JACKET,Elegant and fits perfectly. I got compliments!,5,0.75,Positive
SLIM FIT SUIT JACKET,Looks even better in person. Great purchase!,4,0.75,Positive
